"restaurant","cuisine_type","WeekendOrWeekday","order_id","cost","rating","prep_time","delivery_time"
"Otto Enoteca Pizzeria","Italian","Weekend",879,12.18,5,21,20
"Otto Enoteca Pizzeria","Italian","Weekend",880,24.2,NA,34,15
"Otto Enoteca Pizzeria","Italian","Weekend",881,14.02,NA,24,16
"Otto Enoteca Pizzeria","Italian","Weekend",882,29.05,5,24,18
"Otto Enoteca Pizzeria","Italian","Weekend",883,22.36,5,26,27
"Otto Enoteca Pizzeria","Italian","Weekend",884,16.15,NA,35,22
"P.J. Clarke's","American","Weekday",885,25.27,5,34,29
"P.J. Clarke's","American","Weekday",886,21.34,5,25,28
"P.J. Clarke's","American","Weekday",887,14.07,5,33,26
"P.J. Clarke's","American","Weekday",888,5.92,3,33,30
"P.J. Clarke's","American","Weekday",889,15.62,5,27,32
"P.J. Clarke's","American","Weekday",890,12.18,5,30,24
"P.J. Clarke's","American","Weekend",891,12.18,3,22,28
"P.J. Clarke's","American","Weekend",892,29.2,NA,30,22
"P.J. Clarke's","American","Weekend",893,31.43,4,31,23
"P.J. Clarke's","American","Weekend",894,31.33,4,26,19
"P.J. Clarke's","American","Weekend",895,31.38,NA,31,23
"P.J. Clarke's","American","Weekend",896,24.25,NA,24,15
"P.J. Clarke's","American","Weekend",897,6.11,4,27,25
"P.J. Clarke's","American","Weekend",898,15.96,NA,27,18
"P.J. Clarke's","American","Weekend",899,4.71,NA,23,15
"Parm","Italian","Weekday",900,15.91,NA,32,28
"Parm","Italian","Weekday",901,22.75,NA,30,27
"Parm","Italian","Weekday",902,21.83,NA,23,32
"Parm","Italian","Weekday",903,19.35,4,23,26
"Parm","Italian","Weekday",904,14.55,5,30,32
"Parm","Italian","Weekday",905,12.13,4,23,31
"Parm","Italian","Weekday",906,12.56,NA,32,28
"Parm","Italian","Weekday",907,22.8,5,33,33
"Parm","Italian","Weekday",908,19.4,NA,24,28
"Parm","Italian","Weekday",909,10.14,NA,24,28
"Parm","Italian","Weekday",910,9.07,4,23,30
"Parm","Italian","Weekday",911,29.39,NA,26,30
"Parm","Italian","Weekday",912,25.27,NA,27,27
"Parm","Italian","Weekday",913,8.2,NA,34,24
"Parm","Italian","Weekday",914,25.17,4,33,32
"Parm","Italian","Weekday",915,29.15,5,23,27
"Parm","Italian","Weekday",916,28.57,5,22,32
"Parm","Italian","Weekday",917,11.59,5,35,29
"Parm","Italian","Weekday",918,6.74,5,25,30
"Parm","Italian","Weekday",919,31.43,5,28,25
"Parm","Italian","Weekday",920,12.23,NA,27,26
"Parm","Italian","Weekday",921,15.86,NA,30,24
"Parm","Italian","Weekday",922,14.02,NA,28,32
"Parm","Italian","Weekday",923,17.03,3,21,27
"Parm","Italian","Weekday",924,8.59,5,32,33
"Parm","Italian","Weekday",925,19.45,NA,28,28
"Parm","Italian","Weekend",926,19.35,4,35,19
"Parm","Italian","Weekend",927,14.12,3,28,22
"Parm","Italian","Weekend",928,12.13,3,34,22
"Parm","Italian","Weekend",929,12.13,NA,25,29
"Parm","Italian","Weekend",930,9.22,4,31,25
"Parm","Italian","Weekend",931,6.69,5,24,28
"Parm","Italian","Weekend",932,13.05,NA,28,27
"Parm","Italian","Weekend",933,12.18,NA,29,16
"Parm","Italian","Weekend",934,29.35,5,29,17
"Parm","Italian","Weekend",935,15.77,4,27,18
"Parm","Italian","Weekend",936,25.27,5,28,16
"Parm","Italian","Weekend",937,7.38,NA,26,20
"Parm","Italian","Weekend",938,21.93,4,22,25
"Parm","Italian","Weekend",939,12.08,3,25,28
"Parm","Italian","Weekend",940,15.37,NA,29,23
"Parm","Italian","Weekend",941,22.36,4,21,30
"Parm","Italian","Weekend",942,22.8,NA,35,20
"Parm","Italian","Weekend",943,16.44,4,23,22
"Parm","Italian","Weekend",944,31.33,NA,24,16
"Parm","Italian","Weekend",945,12.13,4,29,26
"Parm","Italian","Weekend",946,12.18,NA,32,26
"Parm","Italian","Weekend",947,14.79,NA,33,29
"Parm","Italian","Weekend",948,5.72,4,26,27
"Parm","Italian","Weekend",949,21.88,4,23,30
"Parm","Italian","Weekend",950,9.17,NA,25,17
"Parm","Italian","Weekend",951,24.25,4,34,21
"Parm","Italian","Weekend",952,22.36,NA,27,27
"Parm","Italian","Weekend",953,12.47,NA,22,24
"Parm","Italian","Weekend",954,16.3,3,26,23
"Parm","Italian","Weekend",955,8.68,NA,20,19
"Parm","Italian","Weekend",956,8.78,3,23,26
"Parm","Italian","Weekend",957,29.1,5,30,26
"Parm","Italian","Weekend",958,5.92,3,21,25
"Parm","Italian","Weekend",959,14.99,NA,34,24
"Parm","Italian","Weekend",960,12.08,5,30,25
"Parm","Italian","Weekend",961,13.68,4,33,21
"Parm","Italian","Weekend",962,29.44,4,33,24
"Parm","Italian","Weekend",963,9.12,NA,23,21
"Parm","Italian","Weekend",964,16.44,5,29,26
"Parm","Italian","Weekend",965,6.79,3,21,30
"Parm","Italian","Weekend",966,12.23,NA,21,30
"Parm","Italian","Weekend",967,12.13,3,23,15
"Pepe Rosso To Go","Italian","Weekday",970,12.23,3,24,24
"Pepe Rosso To Go","Italian","Weekend",971,16.3,NA,23,30
"Pepe Rosso To Go","Italian","Weekend",972,13.73,NA,21,28
"Pepe Rosso To Go","Italian","Weekend",973,22.8,5,35,24
"Pepe Rosso To Go","Italian","Weekend",974,24.2,3,27,19
"Pepe Rosso To Go","Italian","Weekend",975,15.57,5,29,27
"Pepe Rosso To Go","Italian","Weekend",976,12.13,4,25,18
"Pinto Nouveau Thai Bistro","Thai","Weekend",980,17.08,NA,23,16
"Pinto Nouveau Thai Bistro","Thai","Weekend",981,19.35,4,34,24
"Pinto Nouveau Thai Bistro","Thai","Weekend",982,11.79,5,21,27
"Pinto Nouveau Thai Bistro","Thai","Weekend",983,24.2,5,29,15
"Prosperity Dumpling","Chinese","Weekday",987,12.18,NA,26,24
"Prosperity Dumpling","Chinese","Weekend",988,13.63,5,25,24
"Prosperity Dumpling","Chinese","Weekend",989,14.02,5,20,30
"Pylos","Mediterranean","Weekday",990,35.41,4,21,29
"Pylos","Mediterranean","Weekday",991,14.12,4,26,24
"Pylos","Mediterranean","Weekday",992,14.02,3,30,29
"Pylos","Mediterranean","Weekend",993,19.4,NA,28,29
"Pylos","Mediterranean","Weekend",994,11.3,3,24,23
"Ravagh Persian Grill","Middle Eastern","Weekday",995,14.07,5,34,33
"Ravagh Persian Grill","Middle Eastern","Weekend",996,16.93,NA,33,21
"Ravagh Persian Grill","Middle Eastern","Weekend",997,16.06,NA,28,21
"RedFarm Broadway","Chinese","Weekday",998,9.27,4,32,29
"RedFarm Broadway","Chinese","Weekday",999,24.3,5,24,31
"RedFarm Broadway","Chinese","Weekday",1000,24.25,5,25,25
"RedFarm Broadway","Chinese","Weekday",1001,16.01,4,23,27
"RedFarm Broadway","Chinese","Weekday",1002,12.9,3,29,29
"RedFarm Broadway","Chinese","Weekday",1003,24.2,NA,22,33
"RedFarm Broadway","Chinese","Weekday",1004,8.68,3,33,30
"RedFarm Broadway","Chinese","Weekday",1005,12.61,NA,26,27
"RedFarm Broadway","Chinese","Weekday",1006,15.96,4,35,33
"RedFarm Broadway","Chinese","Weekday",1007,12.32,NA,30,27
"RedFarm Broadway","Chinese","Weekday",1008,20.18,NA,30,26
"RedFarm Broadway","Chinese","Weekday",1009,14.07,NA,35,33
"RedFarm Broadway","Chinese","Weekday",1010,22.8,NA,33,33
"RedFarm Broadway","Chinese","Weekday",1011,14.02,NA,25,26
"RedFarm Broadway","Chinese","Weekday",1012,12.56,4,35,33
"RedFarm Broadway","Chinese","Weekend",1013,12.13,4,20,19
"RedFarm Broadway","Chinese","Weekend",1014,31.33,3,33,23
"RedFarm Broadway","Chinese","Weekend",1015,6.06,3,32,18
"RedFarm Broadway","Chinese","Weekend",1016,12.23,4,21,21
"RedFarm Broadway","Chinese","Weekend",1017,21.39,5,23,24
"RedFarm Broadway","Chinese","Weekend",1018,14.55,5,28,20
"RedFarm Broadway","Chinese","Weekend",1019,12.61,5,28,21
"RedFarm Broadway","Chinese","Weekend",1020,24.2,5,31,19
"RedFarm Broadway","Chinese","Weekend",1021,9.65,5,30,20
"RedFarm Broadway","Chinese","Weekend",1022,11.64,3,26,21
"RedFarm Broadway","Chinese","Weekend",1023,16.1,5,21,27
"RedFarm Broadway","Chinese","Weekend",1024,19.4,5,24,25
"RedFarm Broadway","Chinese","Weekend",1025,29.1,NA,22,23
"RedFarm Broadway","Chinese","Weekend",1026,24.25,5,29,22
"RedFarm Broadway","Chinese","Weekend",1027,31.43,4,30,23
"RedFarm Broadway","Chinese","Weekend",1028,14.12,NA,35,23
"RedFarm Broadway","Chinese","Weekend",1029,24.3,5,27,29
"RedFarm Broadway","Chinese","Weekend",1030,6.79,5,33,28
"RedFarm Broadway","Chinese","Weekend",1031,22.36,NA,24,27
"RedFarm Broadway","Chinese","Weekend",1032,14.07,3,20,15
"RedFarm Broadway","Chinese","Weekend",1033,24.25,5,22,15
"RedFarm Broadway","Chinese","Weekend",1034,13.1,4,26,22
"RedFarm Broadway","Chinese","Weekend",1035,19.35,NA,24,28
"RedFarm Broadway","Chinese","Weekend",1036,12.61,4,32,17
"RedFarm Broadway","Chinese","Weekend",1037,6.74,NA,31,27
"RedFarm Broadway","Chinese","Weekend",1038,5.87,4,27,22
"RedFarm Broadway","Chinese","Weekend",1039,7.67,5,24,15
"RedFarm Broadway","Chinese","Weekend",1040,21.93,NA,22,22
"RedFarm Broadway","Chinese","Weekend",1041,32.98,4,25,15
"RedFarm Broadway","Chinese","Weekend",1042,12.23,NA,32,19
"RedFarm Broadway","Chinese","Weekend",1043,5.48,3,27,18
"RedFarm Broadway","Chinese","Weekend",1044,14.26,NA,28,24
"RedFarm Broadway","Chinese","Weekend",1045,19.35,5,33,18
"RedFarm Broadway","Chinese","Weekend",1046,6.69,NA,27,24
"RedFarm Broadway","Chinese","Weekend",1047,19.59,5,24,19
"RedFarm Broadway","Chinese","Weekend",1048,14.07,3,34,17
"RedFarm Broadway","Chinese","Weekend",1049,8.49,NA,24,16
"RedFarm Broadway","Chinese","Weekend",1050,9.07,4,35,17
"RedFarm Broadway","Chinese","Weekend",1051,31.86,4,25,19
"RedFarm Broadway","Chinese","Weekend",1052,8.2,4,31,30
"RedFarm Broadway","Chinese","Weekend",1053,16.2,5,29,18
"RedFarm Broadway","Chinese","Weekend",1054,31.87,5,27,18
"RedFarm Broadway","Chinese","Weekend",1055,12.46,4,24,20
"RedFarm Broadway","Chinese","Weekend",1056,8.97,NA,21,16
"RedFarm Hudson","Chinese","Weekday",1057,14.07,NA,20,32
"RedFarm Hudson","Chinese","Weekday",1058,12.23,NA,20,25
"RedFarm Hudson","Chinese","Weekday",1059,12.08,NA,21,26
"RedFarm Hudson","Chinese","Weekday",1060,29.1,NA,27,26
"RedFarm Hudson","Chinese","Weekday",1061,19.35,5,35,28
"RedFarm Hudson","Chinese","Weekday",1062,12.23,5,25,33
"RedFarm Hudson","Chinese","Weekday",1063,9.12,5,29,26
"RedFarm Hudson","Chinese","Weekday",1064,5.73,NA,25,25
"RedFarm Hudson","Chinese","Weekday",1065,29.44,4,29,32
"RedFarm Hudson","Chinese","Weekday",1066,20.32,5,30,29
"RedFarm Hudson","Chinese","Weekday",1067,7.03,5,32,24
"RedFarm Hudson","Chinese","Weekend",1068,24.2,5,27,19
"RedFarm Hudson","Chinese","Weekend",1069,6.69,NA,24,20
"RedFarm Hudson","Chinese","Weekend",1070,14.12,4,25,24
"RedFarm Hudson","Chinese","Weekend",1071,16.1,4,23,29
"RedFarm Hudson","Chinese","Weekend",1072,12.18,NA,22,27
"RedFarm Hudson","Chinese","Weekend",1073,12.13,5,28,29
"RedFarm Hudson","Chinese","Weekend",1074,16.49,3,34,20
"RedFarm Hudson","Chinese","Weekend",1075,5.82,5,22,22
"RedFarm Hudson","Chinese","Weekend",1076,15.52,5,30,18
"RedFarm Hudson","Chinese","Weekend",1077,29.34,5,27,29
"RedFarm Hudson","Chinese","Weekend",1078,12.18,NA,20,18
"RedFarm Hudson","Chinese","Weekend",1079,25.17,NA,21,17
"RedFarm Hudson","Chinese","Weekend",1080,33.03,3,32,19
"RedFarm Hudson","Chinese","Weekend",1081,12.23,4,24,19
"RedFarm Hudson","Chinese","Weekend",1082,12.18,NA,24,27
"RedFarm Hudson","Chinese","Weekend",1083,22.75,NA,31,30
"RedFarm Hudson","Chinese","Weekend",1084,13.92,5,28,24
"RedFarm Hudson","Chinese","Weekend",1085,15.96,3,21,18
"RedFarm Hudson","Chinese","Weekend",1086,29.29,4,27,21
"RedFarm Hudson","Chinese","Weekend",1087,14.6,3,30,28
"RedFarm Hudson","Chinese","Weekend",1088,12.13,NA,20,22
"RedFarm Hudson","Chinese","Weekend",1089,14.02,NA,29,22
"RedFarm Hudson","Chinese","Weekend",1090,12.13,3,31,25
"RedFarm Hudson","Chinese","Weekend",1091,19.35,4,31,15
"RedFarm Hudson","Chinese","Weekend",1092,12.61,5,31,22
"RedFarm Hudson","Chinese","Weekend",1093,9.51,3,29,26
"RedFarm Hudson","Chinese","Weekend",1094,12.56,3,20,22
"RedFarm Hudson","Chinese","Weekend",1095,5.77,4,33,28
"RedFarm Hudson","Chinese","Weekend",1096,29.05,4,22,28
"RedFarm Hudson","Chinese","Weekend",1097,32.93,NA,33,30
"RedFarm Hudson","Chinese","Weekend",1098,4.75,3,23,25
"RedFarm Hudson","Chinese","Weekend",1099,12.18,5,34,24
"RedFarm Hudson","Chinese","Weekend",1100,33.03,4,26,22
"RedFarm Hudson","Chinese","Weekend",1101,15.23,5,31,16
"RedFarm Hudson","Chinese","Weekend",1102,25.27,NA,34,28
"RedFarm Hudson","Chinese","Weekend",1103,12.13,NA,31,27
"RedFarm Hudson","Chinese","Weekend",1104,29.1,NA,27,28
"RedFarm Hudson","Chinese","Weekend",1105,21.34,NA,23,17
"RedFarm Hudson","Chinese","Weekend",1106,19.35,NA,30,24
"RedFarm Hudson","Chinese","Weekend",1107,11.64,NA,34,18
"RedFarm Hudson","Chinese","Weekend",1108,14.12,5,21,24
"RedFarm Hudson","Chinese","Weekend",1109,15.04,3,35,25
"RedFarm Hudson","Chinese","Weekend",1110,12.08,NA,21,24
"RedFarm Hudson","Chinese","Weekend",1111,21.29,4,32,25
"Room Service","Thai","Weekday",1113,6.69,NA,25,32
"Room Service","Thai","Weekend",1114,22.31,NA,22,15
"Room Service","Thai","Weekend",1115,12.23,NA,35,16
"Rubirosa","Italian","Weekday",1116,7.95,NA,20,26
"Rubirosa","Italian","Weekday",1117,8,4,27,29
"Rubirosa","Italian","Weekday",1118,22.8,5,32,27
"Rubirosa","Italian","Weekday",1119,14.12,3,26,27
"Rubirosa","Italian","Weekday",1120,14.12,4,26,32
"Rubirosa","Italian","Weekday",1121,25.27,4,23,31
"Rubirosa","Italian","Weekday",1122,15.38,NA,30,31
"Rubirosa","Italian","Weekday",1123,24.3,3,29,31
"Rubirosa","Italian","Weekend",1124,21.88,4,28,27
"Rubirosa","Italian","Weekend",1125,16.2,4,21,27
"Rubirosa","Italian","Weekend",1126,24.2,4,34,16
"Rubirosa","Italian","Weekend",1127,12.56,4,31,17
"Rubirosa","Italian","Weekend",1128,24.3,NA,30,26
"Rubirosa","Italian","Weekend",1129,33.03,5,22,28
"Rubirosa","Italian","Weekend",1130,12.95,4,30,25
"Rubirosa","Italian","Weekend",1131,29.1,5,30,28
"Rubirosa","Italian","Weekend",1132,5.77,NA,27,21
"Rubirosa","Italian","Weekend",1133,12.51,5,21,15
"Rubirosa","Italian","Weekend",1134,14.12,NA,33,15
"Rubirosa","Italian","Weekend",1135,5.97,3,30,25
"Rubirosa","Italian","Weekend",1136,19.4,4,34,16
"Rubirosa","Italian","Weekend",1137,9.17,4,27,25
"Rubirosa","Italian","Weekend",1138,21.83,3,30,27
"Rubirosa","Italian","Weekend",1139,24.2,4,23,26
"Rubirosa","Italian","Weekend",1140,7.33,5,26,22
"Rubirosa","Italian","Weekend",1141,24.2,5,31,15
"Rubirosa","Italian","Weekend",1142,12.18,NA,33,20
"Rubirosa","Italian","Weekend",1143,32.98,NA,33,30
"Rubirosa","Italian","Weekend",1144,8.54,NA,34,28
"Rubirosa","Italian","Weekend",1145,12.23,NA,21,18
"Rubirosa","Italian","Weekend",1146,14.07,5,35,16
"Rubirosa","Italian","Weekend",1147,29.1,5,28,16
"Rubirosa","Italian","Weekend",1148,13.92,NA,29,27
"Rubirosa","Italian","Weekend",1149,24.2,NA,33,28
"Rubirosa","Italian","Weekend",1150,31.67,NA,25,15
"Rubirosa","Italian","Weekend",1151,6.55,NA,23,15
"Rubirosa","Italian","Weekend",1152,24.35,3,30,28
"S'MAC","American","Weekday",1154,5.92,4,34,30
"S'MAC","American","Weekday",1155,12.61,NA,34,24
"S'MAC","American","Weekday",1156,16.11,5,25,24
"S'MAC","American","Weekday",1157,15.47,5,31,32
"S'MAC","American","Weekend",1158,24.2,NA,28,17
"S'MAC","American","Weekend",1159,9.56,NA,27,20
"S'MAC","American","Weekend",1160,14.46,NA,34,17
"S'MAC","American","Weekend",1161,15.57,5,34,28
"S'MAC","American","Weekend",1162,12.37,4,30,28
"S'MAC","American","Weekend",1163,14.55,NA,29,29
"S'MAC","American","Weekend",1164,16.49,5,27,19
"S'MAC","American","Weekend",1165,25.27,5,20,29
"Sarabeth's","American","Weekday",1167,32.93,4,33,33
"Sarabeth's","American","Weekend",1168,25.17,3,28,23
"Sarabeth's","American","Weekend",1169,29.3,5,23,17
"Sarabeth's East","American","Weekend",1170,17.03,3,26,30
"Sarabeth's East","American","Weekend",1171,25.27,4,23,19
"Sarabeth's East","American","Weekend",1172,29.3,NA,27,20
"Sarabeth's East","American","Weekend",1173,13.78,4,34,24
"Sarabeth's East","American","Weekend",1174,5.72,NA,33,26
"Sarabeth's East","American","Weekend",1175,9.41,NA,25,16
"Sarabeth's East","American","Weekend",1176,12.13,NA,34,30
"Sarabeth's Restaurant","American","Weekday",1177,29.15,NA,20,26
"Sarabeth's Restaurant","American","Weekday",1178,15.91,NA,20,31
"Sarabeth's Restaurant","American","Weekend",1179,12.23,4,26,24
"Sarabeth's Restaurant","American","Weekend",1180,12.27,5,24,24
"Sarabeth's Restaurant","American","Weekend",1181,12.08,NA,28,26
"Sarabeth's Restaurant","American","Weekend",1182,21.93,NA,25,27
"Sarabeth's Restaurant","American","Weekend",1183,24.25,5,23,24
"Saravanaa Bhavan","Indian","Weekday",1185,15.52,5,33,26
"Saravanaa Bhavan","Indian","Weekday",1186,12.13,NA,32,26
"Saravanaa Bhavan","Indian","Weekday",1187,24.25,5,29,26
"Saravanaa Bhavan","Indian","Weekday",1188,9.12,5,28,28
"Saravanaa Bhavan","Indian","Weekday",1189,9.17,NA,24,29
"Schnipper's Quality Kitchen","American","Weekend",1190,25.22,4,33,18
"Schnipper's Quality Kitchen","American","Weekend",1191,12.18,NA,31,22
"Schnipper's Quality Kitchen","American","Weekend",1192,14.02,5,20,16
"Serafina Fabulous Pizza","Italian","Weekday",1193,19.5,5,22,33
"Serafina Fabulous Pizza","Italian","Weekday",1194,22.8,4,28,31
"Serafina Fabulous Pizza","Italian","Weekday",1195,14.84,3,35,31
"Serafina Fabulous Pizza","Italian","Weekend",1196,16.88,NA,33,27
"Serafina Fabulous Pizza","Italian","Weekend",1197,13.68,5,20,20
"Shake Shack","American","Weekday",1198,15.57,NA,28,30
"Shake Shack","American","Weekday",1199,5.82,NA,29,29
"Shake Shack","American","Weekday",1200,16.15,4,20,26
"Shake Shack","American","Weekday",1201,22.31,NA,33,32
"Shake Shack","American","Weekday",1202,11.59,3,23,25
"Shake Shack","American","Weekday",1203,8.05,4,25,27
"Shake Shack","American","Weekday",1204,12.08,NA,27,27
"Shake Shack","American","Weekday",1205,16.2,NA,27,30
"Shake Shack","American","Weekday",1206,29.1,5,29,31
"Shake Shack","American","Weekday",1207,14.07,4,24,28
"Shake Shack","American","Weekday",1208,33.03,NA,22,32
"Shake Shack","American","Weekday",1209,9.02,4,23,27
"Shake Shack","American","Weekday",1210,24.25,5,20,27
"Shake Shack","American","Weekday",1211,24.3,4,33,30
"Shake Shack","American","Weekday",1212,15.18,5,30,33
"Shake Shack","American","Weekday",1213,14.94,NA,33,31
"Shake Shack","American","Weekday",1214,29.05,4,27,29
"Shake Shack","American","Weekday",1215,19.45,4,28,24
"Shake Shack","American","Weekday",1216,24.3,4,35,29
"Shake Shack","American","Weekday",1217,24.2,NA,22,31
"Shake Shack","American","Weekday",1218,29.39,NA,23,33
"Shake Shack","American","Weekday",1219,12.13,NA,34,26
"Shake Shack","American","Weekday",1220,8.2,4,33,26
"Shake Shack","American","Weekday",1221,19.74,4,35,32
"Shake Shack","American","Weekday",1222,29.15,NA,34,28
"Shake Shack","American","Weekday",1223,4.75,4,35,28
"Shake Shack","American","Weekday",1224,15.28,4,30,29
"Shake Shack","American","Weekday",1225,31.29,NA,26,32
"Shake Shack","American","Weekday",1226,24.25,NA,32,24
"Shake Shack","American","Weekday",1227,22.36,NA,33,25
"Shake Shack","American","Weekday",1228,8.63,NA,31,32
"Shake Shack","American","Weekday",1229,22.75,4,21,27
"Shake Shack","American","Weekday",1230,21.93,NA,21,33
"Shake Shack","American","Weekday",1231,9.07,3,35,26
"Shake Shack","American","Weekday",1232,33.03,NA,31,28
"Shake Shack","American","Weekday",1233,29.1,5,21,30
"Shake Shack","American","Weekday",1234,12.23,4,31,24
"Shake Shack","American","Weekday",1235,14.65,NA,26,33
"Shake Shack","American","Weekday",1236,13.1,NA,20,28
"Shake Shack","American","Weekday",1237,12.18,5,23,31
"Shake Shack","American","Weekday",1238,6.07,4,23,27
"Shake Shack","American","Weekday",1239,29.3,5,33,32
"Shake Shack","American","Weekday",1240,9.07,4,21,32
"Shake Shack","American","Weekday",1241,24.25,NA,23,30
"Shake Shack","American","Weekday",1242,5.53,4,28,26
"Shake Shack","American","Weekday",1243,15.96,4,28,27
"Shake Shack","American","Weekday",1244,6.01,5,23,30
"Shake Shack","American","Weekday",1245,12.13,3,22,27
"Shake Shack","American","Weekday",1246,14.12,NA,31,28
"Shake Shack","American","Weekday",1247,9.6,4,35,28
"Shake Shack","American","Weekday",1248,6.69,5,26,32
"Shake Shack","American","Weekday",1249,22.36,3,20,32
"Shake Shack","American","Weekday",1250,12.23,5,35,25
"Shake Shack","American","Weekday",1251,16.25,3,30,24
"Shake Shack","American","Weekday",1252,22.26,5,33,32
"Shake Shack","American","Weekday",1253,16.25,5,27,31
"Shake Shack","American","Weekday",1254,24.2,4,29,29
"Shake Shack","American","Weekday",1255,15.76,5,30,24
"Shake Shack","American","Weekday",1256,5.72,3,31,24
"Shake Shack","American","Weekday",1257,12.13,NA,22,25
"Shake Shack","American","Weekday",1258,15.18,NA,34,30
"Shake Shack","American","Weekday",1259,12.13,5,25,30
"Shake Shack","American","Weekday",1260,12.95,5,20,30
"Shake Shack","American","Weekday",1261,24.35,5,34,26
"Shake Shack","American","Weekday",1262,12.13,5,30,26
"Shake Shack","American","Weekday",1263,12.18,NA,26,27
"Shake Shack","American","Weekday",1264,19.35,NA,35,33
"Shake Shack","American","Weekday",1265,8.49,NA,33,32
"Shake Shack","American","Weekday",1266,15.57,4,34,25
"Shake Shack","American","Weekday",1267,5.92,5,34,24
"Shake Shack","American","Weekday",1268,6.69,NA,20,29
"Shake Shack","American","Weekday",1269,19.45,3,24,29
"Shake Shack","American","Weekday",1270,17.03,5,35,32
"Shake Shack","American","Weekday",1271,29.1,4,29,24
"Shake Shack","American","Weekend",1272,4.8,4,22,24
"Shake Shack","American","Weekend",1273,19.4,5,32,24
"Shake Shack","American","Weekend",1274,12.18,4,27,23
"Shake Shack","American","Weekend",1275,12.08,5,28,23
"Shake Shack","American","Weekend",1276,24.2,NA,25,24
"Shake Shack","American","Weekend",1277,25.17,5,27,26
"Shake Shack","American","Weekend",1278,22.8,NA,30,19
"Shake Shack","American","Weekend",1279,8.1,NA,25,24
"Shake Shack","American","Weekend",1280,24.25,5,31,28
"Shake Shack","American","Weekend",1281,12.18,NA,31,28
"Shake Shack","American","Weekend",1282,19.35,4,21,29
"Shake Shack","American","Weekend",1283,12.95,NA,32,19
"Shake Shack","American","Weekend",1284,8.34,NA,23,28
"Shake Shack","American","Weekend",1285,24.25,5,34,24
"Shake Shack","American","Weekend",1286,15.52,5,33,17
"Shake Shack","American","Weekend",1287,13,NA,20,18
"Shake Shack","American","Weekend",1288,16.25,5,27,23
"Shake Shack","American","Weekend",1289,9.75,5,33,25
"Shake Shack","American","Weekend",1290,15.76,3,35,29
"Shake Shack","American","Weekend",1291,8,5,27,23
"Shake Shack","American","Weekend",1292,13.58,NA,25,24
"Shake Shack","American","Weekend",1293,14.12,NA,29,30
"Shake Shack","American","Weekend",1294,14.07,5,33,25
"Shake Shack","American","Weekend",1295,29.1,NA,23,28
"Shake Shack","American","Weekend",1296,12.61,4,29,19
"Shake Shack","American","Weekend",1297,16.2,5,33,25
"Shake Shack","American","Weekend",1298,24.3,5,21,24
"Shake Shack","American","Weekend",1299,20.52,NA,31,26
"Shake Shack","American","Weekend",1300,15.52,5,22,17
"Shake Shack","American","Weekend",1301,15.76,5,24,22
"Shake Shack","American","Weekend",1302,11.69,NA,31,28
"Shake Shack","American","Weekend",1303,12.18,5,32,24
"Shake Shack","American","Weekend",1304,15.77,3,29,20
"Shake Shack","American","Weekend",1305,24.3,4,35,16
"Shake Shack","American","Weekend",1306,8,4,24,30
"Shake Shack","American","Weekend",1307,29.15,5,20,21
"Shake Shack","American","Weekend",1308,9.07,NA,24,16
"Shake Shack","American","Weekend",1309,8.1,5,26,27
"Shake Shack","American","Weekend",1310,9.41,5,22,20
"Shake Shack","American","Weekend",1311,31.43,5,30,19
"Shake Shack","American","Weekend",1312,29.05,5,21,22
"Shake Shack","American","Weekend",1313,15.77,4,35,23
"Shake Shack","American","Weekend",1314,19.4,5,32,15
"Shake Shack","American","Weekend",1315,21.39,4,28,18
"Shake Shack","American","Weekend",1316,12.18,NA,29,22
"Shake Shack","American","Weekend",1317,5.77,4,28,18
"Shake Shack","American","Weekend",1318,8.63,NA,33,19
"Shake Shack","American","Weekend",1319,31.43,NA,30,19
"Shake Shack","American","Weekend",1320,16.49,5,32,22
"Shake Shack","American","Weekend",1321,12.61,4,26,25
"Shake Shack","American","Weekend",1322,25.22,4,35,27
"Shake Shack","American","Weekend",1323,8.15,NA,26,17
"Shake Shack","American","Weekend",1324,16.2,NA,20,21
"Shake Shack","American","Weekend",1325,8.34,5,21,30
"Shake Shack","American","Weekend",1326,14.07,NA,33,21
"Shake Shack","American","Weekend",1327,20.23,NA,32,18
"Shake Shack","American","Weekend",1328,5.72,NA,34,17
"Shake Shack","American","Weekend",1329,12.23,NA,20,27
"Shake Shack","American","Weekend",1330,15.86,3,34,20
"Shake Shack","American","Weekend",1331,21.39,3,33,22
"Shake Shack","American","Weekend",1332,21.83,NA,23,22
"Shake Shack","American","Weekend",1333,20.57,5,24,19
"Shake Shack","American","Weekend",1334,15.76,4,34,27
"Shake Shack","American","Weekend",1335,12.23,NA,27,18
"Shake Shack","American","Weekend",1336,6.79,4,35,30
"Shake Shack","American","Weekend",1337,15.76,5,20,25
"Shake Shack","American","Weekend",1338,15.91,NA,25,20
"Shake Shack","American","Weekend",1339,5.82,NA,22,28
"Shake Shack","American","Weekend",1340,16.93,5,35,28
"Shake Shack","American","Weekend",1341,12.13,4,32,15
"Shake Shack","American","Weekend",1342,29.25,4,25,19
"Shake Shack","American","Weekend",1343,25.22,NA,28,26
"Shake Shack","American","Weekend",1344,12.13,5,26,26
"Shake Shack","American","Weekend",1345,6.07,4,28,19
"Shake Shack","American","Weekend",1346,22.36,4,27,27
